car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train,Battery capacity in kW,Number of electric motors,Range
Tesla,Model X ,2018,53000.0,Armenia,120000.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2913397,2.5,304,4,AWD 4x4,100.0,4.0,375.0
Ford,Mustang ,2022,52900.0,Armenia,8700.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3016559,1.5,385,3,AWD 4x4,70.0,2.0,500.0
Jaguar,I-Pace ,2018,52000.0,"Armenia, Yerevan",33500.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3036586,3.0,300,6,AWD 4x4,90.0,2.0,480.0
Tesla,Model Y ,2022,51000.0,"Armenia, Yerevan",14000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3031840,2.5,455,4,AWD 4x4,78.0,2.0,475.0
Tesla,Model Y ,2023,51000.0,"Armenia, Yerevan",1300.0,SUV / Truck,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3035545,2.5,425,4,AWD 4x4,82.0,2.0,550.0
BMW,i3 ,2022,46000.0,Armenia,150.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2845977,2.0,387,4,AWD 4x4,125.0,4.0,612.0
Volkswagen,iD.6 ,2022,50000.0,"Armenia, Yerevan",53.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2819323,2.5,204,4,RWD,84.0,1.0,550.0
Leapmotor,T03 ,2023,14475.0,"Armenia, Kotayk",5700.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3018207,2.5,200,4,AWD 4x4,41.0,2.0,300.0
BMW,i3 ,2015,5600.0,"Armenia, Yerevan",112000.0,Hatchback,Electric,Automatic,Left,Black,Damaged,https://auto.am/offer/3023032,2.8,306,6,RWD,19.0,2.0,120.0
Wuling,Golf Car ,2022,13750.0,"Armenia, Yerevan",11.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/2972018,2.5,200,4,AWD 4x4,20.0,2.0,500.0
Wuling,Golf Car ,2023,13375.0,"Armenia, Yerevan",11.0,Wagon,Electric,Automatic,Left,Black,New,https://auto.am/offer/3017890,2.5,200,4,AWD 4x4,20.0,2.0,500.0
Tesla,Model X ,2017,49900.0,Armenia,72000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2805125,2.5,772,4,AWD 4x4,100.0,2.0,512.0
BMW,iX1 ,2023,49900.0,"Armenia, Yerevan",10000.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3018469,3.0,335,6,AWD 4x4,66.0,2.0,450.0
Mercedes-Benz,EQC ,2020,49000.0,Armenia,33500.0,SUV / Truck,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/3025929,3.0,367,6,AWD 4x4,300.0,4.0,550.0
Tesla,Model X ,2017,49000.0,"Armenia, Yerevan",170.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3038574,2.5,525,4,AWD 4x4,100.0,2.0,525.0
Mercedes-Benz,EQS ,2021,120000.0,"Armenia, Yerevan",13000.0,Hatchback,Electric,Automatic,Left,Silver,sell.condition-values.,https://auto.am/offer/3036774,4.0,408,6,AWD 4x4,108.0,1.0,600.0
Jaguar,I-Pace ,2019,48000.0,"Armenia, Yerevan",20000.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3019400,2.5,249,4,AWD 4x4,294.0,4.0,480.0
Audi,Q4 e-tron ,2022,47000.0,"Armenia, Yerevan",13000.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3038941,3.0,225,4,AWD 4x4,84.0,2.0,500.0
Ford,Mustang ,2021,47000.0,"Armenia, Kotayk",18000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2997219,3.65,460,4,AWD 4x4,99.0,2.0,500.0
Tesla,Model S ,2019,46500.0,"Armenia, Yerevan",95000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2982135,2.5,540,4,AWD 4x4,100.0,2.0,600.0
Tesla,Model Y ,2023,46000.0,"Armenia, Yerevan",3500.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3040547,2.5,388,4,AWD 4x4,85.0,2.0,520.0
Jaguar,I-Pace ,2018,46000.0,"Armenia, Yerevan",80000.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3039642,3.0,300,6,AWD 4x4,90.0,2.0,480.0
Tesla,Model Y ,2022,46000.0,"Armenia, Yerevan",608.0,Hatchback,Electric,Automatic,Right,Gray,Excellent,https://auto.am/offer/3018247,2.5,534,4,AWD 4x4,393.0,2.0,380.0
Tesla,Model Y ,2022,45500.0,"Armenia, Yerevan",9000.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2985486,2.5,465,4,AWD 4x4,90.0,2.0,514.0
Ford,Mustang ,2022,45000.0,"Armenia, Yerevan",22000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3029479,1.5,385,3,AWD 4x4,91.0,2.0,450.0
Ford,Mach-e ,2021,45000.0,Armenia,3120.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2993155,3.65,266,4,AWD 4x4,100.0,1.0,400.0
Ford,Mach-e ,2021,45000.0,"Armenia, Shirak",45000.0,Hatchback,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3036050,3.65,362,4,AWD 4x4,99.0,1.0,500.0
Tesla,Model Y ,2020,45000.0,"Armenia, Yerevan",43000.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2972679,2.5,403,4,AWD 4x4,75.0,2.0,485.0
Tesla,Model X ,2020,45000.0,"Armenia, Yerevan",115000.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3039889,2.5,403,4,AWD 4x4,100.0,2.0,470.0
Zeekr,001 ,2023,45000.0,"Armenia, Yerevan",20.0,Sedan,Electric,Automatic,Left,Black,New,https://auto.am/offer/3006223,2.5,410,4,AWD 4x4,86.0,2.0,560.0
Jaguar,I-Pace ,2018,45000.0,"Armenia, Yerevan",29000.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3034986,3.0,300,6,AWD 4x4,90.0,2.0,450.0
Ford,Mustang ,2022,45000.0,"Armenia, Yerevan",22400.0,SUV / Truck,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/3037608,1.5,290,3,RWD,99.0,2.0,610.0
Mercedes-Benz,EQA ,2023,44900.0,"Armenia, Yerevan",9000.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3013142,2.5,288,4,AWD 4x4,140.0,2.0,450.0
Tesla,Model 3 ,2023,44700.0,Armenia,4500.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2961632,2.5,261,4,RWD,324.0,1.0,430.0
BYD,Tang ,2024,44500.0,Armenia,20.0,SUV / Truck,Electric,Automatic,Left,Օther color,sell.condition-values.,https://auto.am/offer/3040375,2.5,218,4,FWD,380.0,1.0,635.0
Tesla,Model Y ,2022,44500.0,Armenia,20000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3025833,2.5,465,4,AWD 4x4,100.0,2.0,500.0
Tesla,Model Y ,2022,44000.0,"Armenia, Yerevan",42800.0,Hatchback,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3035375,2.5,554,4,AWD 4x4,85.0,1.0,480.0
Tesla,Model Y ,2020,44000.0,Armenia,40000.0,Wagon,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3037960,2.5,403,4,AWD 4x4,77.0,2.0,450.0
Tesla,Model X ,2017,44000.0,"Armenia, Yerevan",78000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3032063,2.5,525,4,AWD 4x4,100.0,2.0,500.0
Tesla,Model Y ,2022,44000.0,"Armenia, Yerevan",43200.0,Hatchback,Electric,Automatic,Left,White,Good,https://auto.am/offer/3033590,2.5,465,4,AWD 4x4,75.0,2.0,500.0
Tesla,Model Y ,2022,44000.0,"Armenia, Yerevan",27200.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3025429,2.5,465,4,AWD 4x4,90.0,4.0,530.0
Kia,EV6 ,2022,43900.0,Armenia,20800.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3040472,2.5,320,4,AWD 4x4,77.0,2.0,500.0
Audi,Q2L e-tron ,2023,43700.0,Armenia,200.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2872239,4.0,204,4,RWD,38.0,2.0,560.0
Audi,Q4 e-tron ,2023,43000.0,"Armenia, Yerevan",770.0,Hatchback,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3040640,4.0,204,4,RWD,84.0,1.0,605.0
Tesla,Model Y ,2022,43000.0,"Armenia, Yerevan",12500.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3037539,2.5,465,4,AWD 4x4,82.0,2.0,500.0
Tesla,Model X ,2018,43000.0,"Armenia, Yerevan",32000.0,SUV / Truck,Electric,Automatic,Left,White,Good,https://auto.am/offer/3003997,2.5,304,4,AWD 4x4,78.0,4.0,350.0
BMW,iX3 ,2024,43000.0,"Armenia, Yerevan",17.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2878308,2.5,200,4,AWD 4x4,85.0,2.0,500.0
Tesla,Model Y ,2021,42900.0,"Armenia, Kotayk",67200.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2951562,2.5,456,4,AWD 4x4,75.0,2.0,490.0
Tesla,Model Y ,2020,42900.0,"Armenia, Kotayk",62400.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2946137,2.5,456,4,AWD 4x4,75.0,2.0,510.0
Xpeng,G9 ,2024,42500.0,"Armenia, Yerevan",15.0,SUV / Truck,Electric,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3031225,2.5,200,4,AWD 4x4,88.0,2.0,500.0
Tesla,Model Y ,2021,42000.0,"Armenia, Yerevan",19200.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2798907,2.5,350,4,AWD 4x4,82.0,2.0,500.0
Tesla,Model Y ,2022,42000.0,"Armenia, Yerevan",19500.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3040711,2.5,465,4,AWD 4x4,82.0,2.0,500.0
Tesla,Model Y ,2021,42000.0,"Armenia, Yerevan",34000.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3009595,2.5,350,4,AWD 4x4,82.0,2.0,500.0
Tesla,Model Y ,2021,42000.0,"Armenia, Yerevan",30000.0,Hatchback,Electric,Automatic,Right,Gray,Excellent,https://auto.am/offer/3018262,2.5,350,4,AWD 4x4,100.0,2.0,450.0
Tesla,Model Y ,2021,41500.0,"Armenia, Yerevan",33600.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3028230,2.5,350,4,AWD 4x4,72.0,2.0,500.0
Tesla,Model Y ,2022,41500.0,"Armenia, Yerevan",7840.0,SUV / Truck,Electric,Automatic,Left,Blue,New,https://auto.am/offer/2989189,2.5,465,4,AWD 4x4,90.0,2.0,550.0
Zeekr,007 ,2024,41000.0,"Armenia, Yerevan",50.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3027919,2.5,784,4,AWD 4x4,100.0,2.0,669.0
Mercedes-Benz,EQA ,2021,41000.0,Armenia,23000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3033762,4.0,408,6,AWD 4x4,140.0,1.0,450.0
Volkswagen,iD.6 ,2023,40700.0,Armenia,60.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2914947,2.5,204,4,RWD,86.0,1.0,610.0
Tesla,Model Y ,2021,40500.0,"Armenia, Yerevan",48960.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3037422,2.5,350,4,AWD 4x4,81.0,2.0,326.0
Tesla,Model Y ,2021,40000.0,"Armenia, Yerevan",32000.0,Wagon,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3024758,2.5,350,4,AWD 4x4,75.0,2.0,500.0
Tesla,Model Y ,2020,40000.0,"Armenia, Yerevan",51000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3039324,2.5,403,4,AWD 4x4,100.0,2.0,470.0
Tesla,Model X ,2017,40000.0,"Armenia, Yerevan",44000.0,Wagon,Electric,Automatic,Left,Cherry,Good,https://auto.am/offer/2902530,2.5,525,4,AWD 4x4,239.0,2.0,512.0
Tesla,Model Y ,2021,40000.0,"Armenia, Yerevan",47000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3038999,2.5,350,4,AWD 4x4,75.0,2.0,520.0
Tesla,Model S ,2018,40000.0,"Armenia, Ararat",660000.0,Hatchback,Electric,Automatic,Left,Black,Good,https://auto.am/offer/3039816,2.5,424,4,AWD 4x4,75.0,4.0,470.0
Tesla,Model Y ,2022,40000.0,"Armenia, Yerevan",35000.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3033576,2.5,465,4,AWD 4x4,82.0,2.0,500.0
Tesla,Model Y ,2021,40000.0,"Armenia, Yerevan",27000.0,Hatchback,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3033112,2.5,350,4,AWD 4x4,75.0,2.0,550.0
Tesla,Model S ,2017,40000.0,Armenia,64000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2739566,2.5,333,4,AWD 4x4,75.0,1.0,375.0
Changan,E-Star ,2023,12250.0,"Armenia, Yerevan",20.0,Hatchback,Electric,Automatic,Left,White,New,https://auto.am/offer/3016900,2.0,74,4,FWD,32.0,1.0,310.0
Nissan,Leaf ,2013,4800.0,"Armenia, Kotayk",150000.0,Hatchback,Electric,Automatic,Left,Red,Good,https://auto.am/offer/3038876,1.6,333,4,AWD 4x4,70.0,2.0,80.0
Nissan,Leaf ,2011,4800.0,"Armenia, Kotayk",177000.0,Hatchback,Electric,Automatic,Left,Red,Excellent,https://auto.am/offer/3038920,1.6,164,4,AWD 4x4,75.0,2.0,80.0
Changan,E-Star ,2023,11500.0,"Armenia, Kotayk",25.0,Hatchback,Electric,Automatic,Left,White,New,https://auto.am/offer/3031254,2.0,75,4,FWD,32.0,1.0,310.0
Wuling,Golf Car ,2023,11125.0,"Armenia, Yerevan",11.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/3017879,2.5,200,4,AWD 4x4,20.0,2.0,500.0
Polestar,2,2021,39999.0,"Armenia, Yerevan",15400.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3036379,2.5,200,4,AWD 4x4,408.0,2.0,450.0
Zeekr,001 ,2023,39700.0,"Armenia, Yerevan",10.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3024774,2.5,280,4,AWD 4x4,400.0,2.0,580.0
Tesla,Model 3 ,2022,39500.0,"Armenia, Yerevan",3200.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2977010,2.5,296,4,AWD 4x4,72.0,1.0,460.0
Tesla,Model S ,2018,39000.0,"Armenia, Yerevan",67000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2984164,2.5,424,4,AWD 4x4,75.0,2.0,390.0
Tesla,Model S ,2019,39000.0,"Armenia, Yerevan",140800.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3039325,2.5,540,4,AWD 4x4,100.0,2.0,540.0
Tesla,Model Y ,2021,39000.0,"Armenia, Yerevan",31000.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3035500,2.5,350,4,AWD 4x4,75.0,2.0,400.0
Volkswagen,ID.4 ,2022,38900.0,Armenia,20.0,SUV / Truck,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/2792375,2.5,204,4,RWD,84.0,2.0,500.0
Ford,Mach-e ,2022,38500.0,"Armenia, Yerevan",18000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3025455,1.5,238,3,AWD 4x4,100.0,2.0,480.0
Tesla,Model S ,2018,38000.0,"Armenia, Ararat",96000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3023891,2.5,424,4,AWD 4x4,75.0,2.0,400.0
Tesla,Model Y ,2020,38000.0,"Armenia, Yerevan",37900.0,SUV / Truck,Electric,Automatic,Left,Blue,Good,https://auto.am/offer/3031036,2.5,351,4,AWD 4x4,378.0,2.0,635.0
Tesla,Model Y ,2022,37900.0,"Armenia, Yerevan",28000.0,SUV / Truck,Electric,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3029510,2.5,465,4,AWD 4x4,543.0,4.0,490.0
Tesla,Model Y ,2022,37700.0,"Armenia, Yerevan",25000.0,Wagon,Electric,Automatic,Left,Red,Excellent,https://auto.am/offer/3034881,2.5,465,4,AWD 4x4,75.0,4.0,500.0
BMW,i3 ,2024,37500.0,"Armenia, Armavir",10.0,Sedan,Electric,Automatic,Left,Black,New,https://auto.am/offer/3033087,2.5,200,4,AWD 4x4,75.0,1.0,515.0
Tesla,Model Y ,2022,37500.0,"Armenia, Yerevan",20000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3027090,2.5,465,4,AWD 4x4,75.0,4.0,500.0
Tesla,Model 3 ,2022,37500.0,Armenia,18000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3033473,2.5,296,4,AWD 4x4,85.0,1.0,500.0
Volkswagen,iD.6 ,2024,37000.0,"Armenia, Yerevan",17.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2877113,2.5,258,4,AWD 4x4,85.0,1.0,600.0
Tesla,Model 3 ,2021,37000.0,"Armenia, Yerevan",10000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3034037,2.5,271,4,RWD,75.0,2.0,580.0
Tesla,Model 3 ,2022,37000.0,"Armenia, Yerevan",25000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3019405,2.5,296,4,AWD 4x4,366.0,4.0,500.0
Toyota,Bz4X ,2024,37000.0,"Armenia, Yerevan",700.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/3039086,2.5,200,4,FWD,70.0,1.0,615.0
Tesla,Model 3 ,2022,37000.0,Armenia,19000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3038882,2.5,296,4,AWD 4x4,80.0,1.0,460.0
Tesla,Model S ,2017,37000.0,Armenia,54000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3030827,2.5,333,4,AWD 4x4,75.0,1.0,350.0
Zeekr,X ,2024,37000.0,"Armenia, Yerevan",50.0,Hatchback,Electric,Automatic,Left,Pink,Excellent,https://auto.am/offer/3027867,2.5,782,4,AWD 4x4,66.0,2.0,512.0
BYD,Song  L ,2024,36900.0,"Armenia, Yerevan",19.0,SUV / Truck,Electric,Automatic,Left,Gray,sell.condition-values.,https://auto.am/offer/3029379,2.5,313,4,RWD,87.0,1.0,662.0
Tesla,Model 3 ,2023,36900.0,"Armenia, Yerevan",592.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3013844,2.5,261,4,RWD,1000.0,1.0,1000.0
Honda,M-NV ,2022,36700.0,Armenia,20.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2791616,2.0,199,4,AWD 4x4,68.0,2.0,515.0
BYD,Song Plus ,2023,36500.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3038083,2.5,218,4,FWD,87.0,1.0,605.0
Tesla,Model 3 ,2022,36500.0,"Armenia, Yerevan",19000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040499,2.5,296,4,AWD 4x4,85.0,1.0,507.0
Tesla,Model 3 ,2022,36500.0,"Armenia, Yerevan",32000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2895021,2.5,296,4,RWD,57.0,1.0,380.0
Tesla,Model Y ,2020,36000.0,"Armenia, Yerevan",25000.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2988464,2.5,403,4,AWD 4x4,75.0,2.0,500.0
Zeekr,X ,2023,36000.0,"Armenia, Kotayk",30.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3027588,2.5,428,4,AWD 4x4,66.0,2.0,512.0
Tesla,Model Y ,2022,36000.0,"Armenia, Yerevan",20000.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3034877,2.5,465,4,AWD 4x4,75.0,4.0,510.0
Tesla,Model Y ,2021,36000.0,"Armenia, Yerevan",59000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3018601,2.5,350,4,AWD 4x4,60.0,2.0,385.0
Volkswagen,iD.6 ,2022,35000.0,"Armenia, Yerevan",24000.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3033387,2.5,204,4,RWD,84.0,1.0,550.0
Tesla,Model 3 ,2023,35000.0,"Armenia, Yerevan",6400.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3024400,2.5,271,4,RWD,100.0,1.0,4000.0
Tesla,Model S ,2017,35000.0,Armenia,79000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2789492,2.5,333,4,RWD,280.0,1.0,375.0
Volkswagen,iD.6 ,2022,35000.0,"Armenia, Yerevan",30.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3020180,2.5,204,4,RWD,85.0,1.0,600.0
Volkswagen,iD.6 ,2023,35000.0,"Armenia, Yerevan",15.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3011565,2.5,204,4,RWD,156.0,1.0,610.0
Tesla,Model 3 ,2021,35000.0,Armenia,15000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2906759,2.5,271,4,RWD,60.0,1.0,400.0
Tesla,Model S ,2018,35000.0,"Armenia, Yerevan",60800.0,Hatchback,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/3028291,2.5,333,4,AWD 4x4,75.0,2.0,415.0
Tesla,Model Y ,2020,35000.0,"Armenia, Yerevan",32000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2990122,2.5,403,4,AWD 4x4,80.0,2.0,485.0
Volkswagen,iD.6 ,2023,35000.0,"Armenia, Yerevan",23.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/2985740,2.5,204,4,RWD,156.0,1.0,610.0
Tesla,Model 3 ,2023,35000.0,"Armenia, Yerevan",4500.0,Sedan,Electric,Automatic,Left,Beige,Excellent,https://auto.am/offer/3035781,2.5,261,4,RWD,75.0,1.0,430.0
Leapmotor,C11 ,2023,34900.0,"Armenia, Yerevan",50.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3006398,2.5,200,4,AWD 4x4,69.0,2.0,500.0
Volkswagen,ID.4 ,2023,34700.0,"Armenia, Yerevan",2100.0,Wagon,Electric,Automatic,Left,Black,New,https://auto.am/offer/3039323,2.5,204,4,RWD,83.0,1.0,550.0
Volkswagen,iD.6 ,2023,34500.0,"Armenia, Yerevan",200.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/2970675,2.5,204,4,RWD,84.0,1.0,550.0
Volkswagen,iD.6 ,2023,34000.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3011588,2.5,204,4,RWD,156.0,1.0,610.0
Volkswagen,iD.6 ,2023,34000.0,"Armenia, Yerevan",17.0,Wagon,Electric,Automatic,Left,Blue,sell.condition-values.,https://auto.am/offer/3026273,2.5,204,4,RWD,86.0,1.0,610.0
Tesla,Model Y ,2022,34000.0,"Armenia, Yerevan",48000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3037599,2.5,351,4,AWD 4x4,75.0,2.0,478.0
Volkswagen,iD.6 ,2023,34000.0,"Armenia, Yerevan",17.0,Wagon,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3026094,2.5,204,4,RWD,86.0,1.0,600.0
Volkswagen,iD.6 ,2023,34000.0,"Armenia, Yerevan",15.0,Wagon,Electric,Automatic,Left,Blue,sell.condition-values.,https://auto.am/offer/3023656,2.5,204,4,RWD,86.0,1.0,600.0
Tesla,Model S ,2018,34000.0,"Armenia, Yerevan",71000.0,Sedan,Electric,Automatic,Left,White,Good,https://auto.am/offer/3037468,2.5,424,4,AWD 4x4,75.0,2.0,400.0
Volkswagen,iD.6 ,2023,33800.0,"Armenia, Yerevan",10.0,SUV / Truck,Electric,Automatic,Left,Blue,New,https://auto.am/offer/2990619,2.5,204,4,RWD,86.0,1.0,610.0
