car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train,Battery capacity in kW,Number of electric motors,Range
Honda,e:NP1 ,2023,23000.0,"Armenia, Yerevan",74.0,SUV / Truck,Electric,Automatic,Left,White,sell.condition-values.,https://auto.am/offer/2987309,1.5,204,4,FWD,101.0,2.0,510.0
Honda,e:NS1 ,2024,23000.0,"Armenia, Yerevan",75.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2906881,2.5,204,4,FWD,68.0,1.0,420.0
Mazda,CX 30 ,2022,22900.0,"Armenia, Yerevan",15000.0,Wagon,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3037472,2.5,189,4,AWD 4x4,68.0,2.0,400.0
Honda,e:NS1 ,2023,22700.0,"Armenia, Yerevan",17.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3018358,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,22500.0,Armenia,3500.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3029375,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,22500.0,"Armenia, Yerevan",15.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3032016,1.5,204,4,FWD,68.0,1.0,510.0
Tesla,Model 3 ,2019,22500.0,"Armenia, Yerevan",96320.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3038309,2.5,269,4,RWD,55.0,1.0,380.0
Honda,e:NS1 ,2023,22000.0,"Armenia, Kotayk",44.0,SUV / Truck,Electric,Automatic,Left,Sky-blue,New,https://auto.am/offer/2949107,1.5,204,4,FWD,68.0,1.0,510.0
Tesla,Model 3 ,2018,22000.0,"Armenia, Yerevan",65000.0,Sedan,Electric,Automatic,Left,Black,Good,https://auto.am/offer/2917570,2.5,304,4,AWD 4x4,75.0,1.0,490.0
Tesla,Model S ,2015,22000.0,"Armenia, Yerevan",105000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3019656,2.5,422,4,AWD 4x4,70.0,2.0,360.0
Zeekr,001 ,2023,54750.0,"Armenia, Yerevan",20.0,Sedan,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3011037,2.5,272,4,RWD,100.0,1.0,741.0
Honda,e:NS1 ,2023,21900.0,"Armenia, Yerevan",4000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3034238,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,21750.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3024437,1.5,204,4,FWD,69.0,1.0,510.0
Honda,e:NS1 ,2023,21200.0,Armenia,20.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/2966134,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,21000.0,"Armenia, Aragatsotn",10000.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3040301,1.5,204,4,FWD,68.0,1.0,510.0
Tesla,Model S ,2013,21000.0,"Armenia, Yerevan",129600.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2985507,2.5,306,4,RWD,85.0,1.0,400.0
Tesla,Model 3 ,2019,21000.0,"Armenia, Yerevan",99200.0,Sedan,Electric,Automatic,Left,Gray,Average,https://auto.am/offer/3037592,2.5,251,4,RWD,70.0,2.0,400.0
Tesla,Model S ,2015,21000.0,"Armenia, Yerevan",137600.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2874287,2.5,380,4,RWD,85.0,2.0,405.0
Tesla,Model 3 ,2020,21000.0,"Armenia, Yerevan",48.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3040478,2.5,275,4,RWD,99.0,1.0,386.0
Honda,e:NS1 ,2023,20800.0,"Armenia, Yerevan",30.0,Wagon,Electric,Automatic,Left,Blue,New,https://auto.am/offer/2964843,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,20800.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,Sky-blue,New,https://auto.am/offer/3027351,1.5,204,4,FWD,69.0,1.0,510.0
Volkswagen,e-Bora ,2020,20500.0,"Armenia, Yerevan",22000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2928226,1.6,136,4,FWD,100.0,2.0,305.0
BYD,Qin ,2023,20000.0,"Armenia, Yerevan",120.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3035411,2.5,218,4,FWD,8.0,1.0,900.0
Honda,e:NS1 ,2024,20000.0,"Armenia, Yerevan",14.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/2874775,2.5,185,4,FWD,53.0,1.0,420.0
Mercedes-Benz,EQS SUV ,2023,190000.0,Armenia,15.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3021172,2.5,360,4,RWD,108.0,1.0,672.0
Nissan,Leaf ,2018,19800.0,"Armenia, Yerevan",30000.0,Hatchback,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2834274,2.5,163,4,AWD 4x4,40.0,1.0,300.0
Tesla,Model S ,2014,19800.0,"Armenia, Yerevan",70000.0,Sedan,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3031804,2.5,200,4,AWD 4x4,85.0,1.0,400.0
Honda,e:NP1 ,2023,19500.0,"Armenia, Yerevan",26.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2853592,1.5,204,4,FWD,58.0,1.0,420.0
Tesla,Model S ,2015,19500.0,"Armenia, Yerevan",86400.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2979037,2.5,401,4,AWD 4x4,85.0,2.0,500.0
Tesla,Model S ,2014,19500.0,"Armenia, Yerevan",288000.0,Hatchback,Electric,Automatic,Left,White,Good,https://auto.am/offer/3038639,2.5,200,4,AWD 4x4,60.0,1.0,300.0
Tesla,Model 3 ,2019,19300.0,"Armenia, Yerevan",128000.0,Sedan,Electric,Automatic,Left,Black,Good,https://auto.am/offer/3036242,2.5,269,4,RWD,58.0,2.0,350.0
Jaguar,I-Pace ,2018,47250.0,"Armenia, Yerevan",2040.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3009285,3.0,300,6,AWD 4x4,90.0,2.0,480.0
Tesla,Model 3 ,2019,18500.0,"Armenia, Yerevan",28000.0,Sedan,Electric,Automatic,Left,White,Damaged,https://auto.am/offer/3033207,2.5,269,4,RWD,75.0,2.0,380.0
Tesla,Model 3 ,2018,18500.0,Armenia,165000.0,Hatchback,Electric,Automatic,Left,Black,Good,https://auto.am/offer/3032093,2.5,304,4,AWD 4x4,1.0,1.0,490.0
Honda,M-NV ,2023,18500.0,"Armenia, Yerevan",11.0,SUV / Truck,Electric,Automatic,Left,White,sell.condition-values.,https://auto.am/offer/3035156,1.5,218,4,FWD,66.0,1.0,500.0
Tesla,Model S ,2015,18500.0,"Armenia, Yerevan",300000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3036793,2.5,401,4,AWD 4x4,60.0,1.0,300.0
Mercedes-Benz,EQS SUV ,2023,171000.0,Armenia,4500.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3009520,2.5,360,4,RWD,108.0,1.0,672.0
BMW,i7 ,2022,170000.0,"Armenia, Yerevan",2000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2954457,2.0,536,4,AWD 4x4,101.0,4.0,612.0
Chevrolet,Bolt EV ,2021,17800.0,"Armenia, Yerevan",13000.0,Wagon,Electric,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3023654,1.5,160,4,FWD,60.0,2.0,510.0
Kia,Optima ,2017,17500.0,"Armenia, Yerevan",99200.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3022301,2.4,186,4,FWD,9.0,2.0,50.0
Tesla,Model Y ,2021,43626.25,"Armenia, Yerevan",29300.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2899010,2.5,350,4,AWD 4x4,77.0,2.0,520.0
BYD,Seagull ,2023,17400.0,"Armenia, Yerevan",25.0,Hatchback,Electric,Automatic,Left,White,New,https://auto.am/offer/3018623,2.5,218,4,FWD,38.0,1.0,405.0
Neta,S ,2024,43250.0,"Armenia, Yerevan",10.0,Sedan,Electric,Automatic,Left,Silver,New,https://auto.am/offer/2910257,2.5,231,4,RWD,84.0,1.0,715.0
Buick,Encore ,2024,17000.0,Armenia,20.0,Sedan,Electric,Automatic,Left,Օther color,New,https://auto.am/offer/3040380,2.5,200,4,AWD 4x4,50.0,1.0,430.0
BYD,Yuan Up ,2024,17000.0,Armenia,10.0,Wagon,Electric,Automatic,Left,Օther color,sell.condition-values.,https://auto.am/offer/3040340,2.5,265,4,RWD,70.0,1.0,301.0
BMW,i7 ,2024,168000.0,"Armenia, Yerevan",1300.0,Sedan,Electric,Automatic,Left,Green,Excellent,https://auto.am/offer/3039877,2.5,200,4,AWD 4x4,400.0,4.0,650.0
Mercedes-Benz,EQS SUV ,2022,160000.0,"Armenia, Yerevan",4500.0,Wagon,Electric,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3026135,4.0,408,8,AWD 4x4,108.0,2.0,600.0
Tesla,Model 3 ,2021,41476.137500000004,"Armenia, Yerevan",57000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3027704,2.5,271,4,RWD,4.0,4.0,500.0
Tesla,Model Y ,2021,41250.0,"Armenia, Yerevan",28800.0,Sedan,Electric,Automatic,Left,Cherry,Excellent,https://auto.am/offer/3031717,2.5,50,4,AWD 4x4,80.0,2.0,580.0
BMW,i3 ,2016,16500.0,"Armenia, Yerevan",80000.0,Hatchback,Electric,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3023759,2.0,245,4,RWD,33.0,2.0,200.0
Chevrolet,Volt ,2016,16200.0,"Armenia, Yerevan",141440.0,Hatchback,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3002089,1.5,150,4,FWD,18.0,1.0,80.0
Skywell,BE11 ,2023,39750.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,Black,New,https://auto.am/offer/3032268,2.5,204,4,FWD,72.0,1.0,520.0
Mercedes-Benz,B Electric Drive ,2014,15900.0,"Armenia, Yerevan",105000.0,Hatchback,Electric,Automatic,Left,Օther color,Excellent,https://auto.am/offer/2804569,4.7,456,8,AWD 4x4,30.0,2.0,500.0
Chevrolet,Volt ,2018,15900.0,"Armenia, Yerevan",59200.0,Hatchback,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2984599,1.5,149,4,FWD,1.0,2.0,128.0
Honda,e:NP1 ,2023,15800.0,"Armenia, Yerevan",2850.0,Wagon,Electric,Automatic,Left,Black,Damaged,https://auto.am/offer/3038538,1.5,204,4,FWD,68.0,4.0,510.0
Chevrolet,Volt ,2016,15800.0,"Armenia, Yerevan",191478.0,Hatchback,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2968426,1.5,150,4,FWD,18.0,1.0,120.0
Volkswagen,iD.6 ,2022,38750.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3015168,2.5,204,4,RWD,84.0,1.0,607.0
Neta,S ,2024,37500.0,"Armenia, Yerevan",30.0,Sedan,Electric,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3038066,2.5,231,4,RWD,44.0,1.0,310.0
Chevrolet,Volt ,2017,15000.0,"Armenia, Yerevan",107000.0,Hatchback,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3021429,1.5,149,4,FWD,110.0,1.0,100.0
Chevrolet,Volt ,2016,15000.0,"Armenia, Yerevan",185000.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3022237,1.5,150,4,FWD,16.0,1.0,85.0
Chevrolet,Volt ,2016,15000.0,"Armenia, Yerevan",112000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3033578,1.5,150,4,FWD,14.0,1.0,100.0
Chevrolet,Volt ,2017,15000.0,"Armenia, Yerevan",179200.0,Hatchback,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3024947,1.5,149,4,FWD,18.0,2.0,100.0
Porsche,Taycan ,2021,149000.0,Armenia,3500.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2656656,2.5,200,4,AWD 4x4,92.0,2.0,525.0
Mercedes-Benz,EQS ,2023,145000.0,Armenia,9600.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2991315,2.5,288,4,AWD 4x4,91.0,4.0,600.0
BMW,i7 ,2022,140000.0,Armenia,7500.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3035436,2.0,544,4,AWD 4x4,100.0,4.0,600.0
Volkswagen,ID.4 ,2023,37250.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3015158,2.5,204,4,RWD,84.0,1.0,607.0
Skywell,BE11 ,2023,37250.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3032263,2.5,204,4,FWD,72.0,1.0,520.0
Kia,EV5 ,2024,37250.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3015154,2.5,218,4,FWD,64.0,1.0,530.0
Chevrolet,Volt ,2016,14900.0,"Armenia, Yerevan",88000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3037420,1.5,150,4,FWD,18.0,1.0,120.0
Cadillac,ELR ,2014,14800.0,"Armenia, Yerevan",249600.0,Coupe,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/2987786,1.4,84,4,FWD,17.0,1.0,60.0
Chevrolet,Volt ,2018,14500.0,"Armenia, Yerevan",120000.0,Hatchback,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2993511,1.5,149,4,FWD,14.0,2.0,128.0
Volkswagen,e-Lavida ,2021,14500.0,"Armenia, Yerevan",65000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3025965,2.5,136,4,RWD,40.0,1.0,65000.0
Chevrolet,Volt ,2016,14500.0,"Armenia, Yerevan",109000.0,Hatchback,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/3040639,1.5,150,4,FWD,14.0,3.0,90.0
Chevrolet,Volt ,2018,14500.0,Armenia,130000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3018412,1.5,149,4,FWD,14.0,2.0,128.0
BYD,Seagull ,2024,14500.0,Armenia,20.0,Hatchback,Electric,Automatic,Left,Օther color,sell.condition-values.,https://auto.am/offer/3040348,2.5,218,4,FWD,55.0,1.0,305.0
Chevrolet,Volt ,2017,14500.0,"Armenia, Yerevan",134400.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3037154,1.5,149,4,FWD,18.0,1.0,100.0
BYD,Song Plus ,2023,35500.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3002476,2.5,218,4,FWD,87.0,1.0,605.0
Tesla,Model Y ,2021,35000.0,"Armenia, Yerevan",92800.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040723,2.5,350,4,AWD 4x4,375.0,2.0,500.0
BYD,Song  L ,2024,35000.0,Armenia,25.0,Wagon,Electric,Automatic,Left,Silver,sell.condition-values.,https://auto.am/offer/3034504,2.5,313,4,RWD,71.0,1.0,550.0
Chevrolet,Volt ,2017,14000.0,"Armenia, Yerevan",110000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3016339,1.5,149,4,FWD,18.0,1.0,100.0
Volkswagen,E-Golf ,2016,14000.0,"Armenia, Yerevan",65600.0,Hatchback,Electric,Automatic,Left,White,Good,https://auto.am/offer/3027770,2.0,180,4,AWD 4x4,24.0,1.0,150.0
Nissan,Leaf ,2019,14000.0,"Armenia, Yerevan",43000.0,Hatchback,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/3034617,1.6,122,4,FWD,40.0,1.0,250.0
Chevrolet,Volt ,2017,14000.0,"Armenia, Ararat",104000.0,Hatchback,Electric,Automatic,Left,Gray,Good,https://auto.am/offer/3026263,1.5,149,4,FWD,20.0,1.0,120.0
Opel,Combo ,2012,14000.0,Armenia,43000.0,Van,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3030445,2.5,200,4,AWD 4x4,24.0,2.0,110.0
BMW,i7 ,2022,139900.0,"Armenia, Yerevan",23000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3023827,2.0,544,4,AWD 4x4,400.0,4.0,625.0
Mercedes-Benz,EQS ,2022,139700.0,"Armenia, Yerevan",4000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2795751,3.0,327,6,AWD 4x4,215.0,2.0,660.0
Hongqi,E-HS9 ,2022,136000.0,Armenia,12000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2997932,2.5,200,4,AWD 4x4,92.0,2.0,670.0
Mercedes-Benz,EQS ,2022,130000.0,"Armenia, Yerevan",10000.0,Sedan,Electric,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3036492,3.0,327,6,AWD 4x4,120.0,2.0,620.0
Porsche,Taycan ,2021,130000.0,"Armenia, Yerevan",20000.0,SUV / Truck,Electric,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3035266,2.5,200,4,AWD 4x4,110.0,2.0,600.0
Chevrolet,Volt ,2017,13900.0,"Armenia, Yerevan",110000.0,Hatchback,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3040013,1.5,149,4,FWD,16.0,1.0,100.0
Chevrolet,Volt ,2016,13900.0,"Armenia, Yerevan",140000.0,Hatchback,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2995723,1.5,150,4,FWD,15.0,1.0,150000.0
Tesla,Model S ,2012,13800.0,"Armenia, Yerevan",140000.0,Sedan,Electric,Automatic,Left,Gray,Good,https://auto.am/offer/3033815,2.5,200,4,AWD 4x4,85.0,1.0,430.0
BYD,Han EV ,2023,34000.0,Armenia,350.0,Sedan,Electric,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3038464,2.5,218,4,FWD,60.0,1.0,506.0
Chevrolet,Volt ,2018,13600.0,"Armenia, Yerevan",54000.0,Hatchback,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2753146,1.5,149,4,FWD,15.0,2.0,128.0
BYD,Song Plus ,2023,33500.0,Armenia,25.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3034496,2.5,218,4,FWD,87.0,1.0,605.0
Neta,S ,2024,32500.0,Armenia,10.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3039768,2.5,231,4,RWD,65.0,1.0,520.0
Chevrolet,Volt ,2016,13000.0,"Armenia, Yerevan",198000.0,Hatchback,Electric,Automatic,Left,Gray,Good,https://auto.am/offer/3017721,1.5,150,4,FWD,15.0,1.0,100.0
Mercedes-Benz,EQS ,2022,125000.0,Armenia,7000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3002638,3.0,327,6,AWD 4x4,1.0,2.0,660.0
BMW,i7 ,2023,125000.0,"Armenia, Yerevan",900.0,Sedan,Electric,Automatic,Left,Black,New,https://auto.am/offer/3014140,2.0,252,4,AWD 4x4,105.0,2.0,500.0
Mercedes-Benz,EQS ,2023,124000.0,"Armenia, Yerevan",500.0,Sedan,Electric,Automatic,Left,Black,New,https://auto.am/offer/3034313,2.5,288,4,AWD 4x4,105.0,4.0,600.0
Skywell,BE11 ,2024,32250.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3032255,2.5,204,4,FWD,72.0,1.0,520.0
Cadillac,ELR ,2014,12800.0,"Armenia, Yerevan",184000.0,Coupe,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2978955,1.4,149,4,FWD,17.0,1.0,60.0
BMW,i3 ,2014,12800.0,Armenia,75200.0,Hatchback,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/2965245,2.0,184,4,RWD,21.0,1.0,500.0
Geely,Geometry C ,2023,31750.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,Silver,New,https://auto.am/offer/2995341,1.75,201,3,FWD,70.0,1.0,550.0
Mercedes-Benz,EQS SUV ,2023,119000.0,"Armenia, Yerevan",12000.0,SUV / Truck,Electric,Automatic,Left,Black,New,https://auto.am/offer/3018482,2.5,360,4,RWD,108.0,1.0,672.0
Porsche,Taycan ,2020,119000.0,"Armenia, Yerevan",19000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3019268,2.5,200,4,AWD 4x4,460.0,4.0,480.0
Audi,e-tron GT ,2021,115000.0,"Armenia, Yerevan",15500.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3019271,3.5,507,6,AWD 4x4,350.0,4.0,450.0
BMW,i7 ,2022,101200.0,Armenia,14000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3009640,2.0,544,4,AWD 4x4,105.0,4.0,612.0
BMW,i7 ,2023,101200.0,Armenia,800.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2872259,2.0,252,4,AWD 4x4,378.0,2.0,500.0
BMW,i7 ,2022,101200.0,Armenia,13000.0,Sedan,Electric,Automatic,Left,Gray,New,https://auto.am/offer/2998529,2.0,544,4,AWD 4x4,105.0,4.0,612.0
Aiqar,eQ3 ,2024,29750.0,"Armenia, Yerevan",10.0,SUV / Truck,Electric,Automatic,Left,Black,New,https://auto.am/offer/3038404,2.5,279,4,AWD 4x4,70.0,2.0,501.0
Aiqar,eQ7 ,2024,28750.0,"Armenia, Yerevan",10.0,Wagon,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3019033,2.5,211,4,RWD,66.0,1.0,512.0
Aiqar,eQ7 ,2024,28750.0,"Armenia, Yerevan",10.0,Wagon,Electric,Automatic,Left,Black,New,https://auto.am/offer/3006071,2.5,211,4,RWD,66.0,1.0,512.0
Wuling,G100 Cargo Van ,2023,28750.0,"Armenia, Yerevan",11.0,Wagon,Electric,Automatic,Left,Silver,New,https://auto.am/offer/2971870,2.5,200,4,AWD 4x4,42.0,2.0,500.0
Aiqar,eQ7 ,2024,28750.0,"Armenia, Yerevan",10.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/3019050,2.5,211,4,RWD,66.0,1.0,512.0
Tesla,Model Y ,2020,11500.0,"Armenia, Yerevan",35200.0,Wagon,Electric,Automatic,Left,White,Damaged,https://auto.am/offer/3029218,2.5,403,4,AWD 4x4,75.0,2.0,450.0
Mitsubishi,Airtrek ,2022,28258.02,"Armenia, Shirak",800.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3023768,2.5,224,4,FWD,70.0,1.0,520.0
Geely,Geometry C ,2023,28000.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,Sky-blue,New,https://auto.am/offer/2995345,1.75,201,3,FWD,53.0,1.0,400.0
Neta,U 500 Pro ,2023,27500.0,"Armenia, Yerevan",10.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2910253,2.5,163,4,FWD,66.0,1.0,500.0
Changan,E-Star ,2023,11000.0,Armenia,25.0,Hatchback,Electric,Automatic,Left,Green,New,https://auto.am/offer/3005625,2.0,74,4,FWD,33.0,1.0,300.0
Chevrolet,Volt ,2015,11000.0,"Armenia, Yerevan",180000.0,Hatchback,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/2942949,1.4,150,4,FWD,17.0,1.0,1.0
Mercedes-Benz,EQS ,2022,107700.0,Armenia,7040.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2989418,3.0,327,6,AWD 4x4,91.0,2.0,660.0
Hongqi,E-HS9 ,2023,105000.0,"Armenia, Yerevan",1800.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3037584,2.5,200,4,AWD 4x4,95.0,2.0,560.0
Hongqi,E-HS9 ,2022,104000.0,"Armenia, Yerevan",4500.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3024302,2.5,200,4,AWD 4x4,120.0,2.0,670.0
Tesla,Model X ,2023,100000.0,"Armenia, Yerevan",1200.0,SUV / Truck,Electric,Automatic,Left,Black,New,https://auto.am/offer/3034391,2.5,670,4,AWD 4x4,100.0,2.0,560.0
Honda,e:NP1 ,2023,27250.0,Armenia,20.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3015149,1.5,204,4,FWD,68.0,1.0,510.0
Chevrolet,Volt ,2013,10900.0,"Armenia, Yerevan",97600.0,Hatchback,Electric,Automatic,Left,Red,Excellent,https://auto.am/offer/2804794,1.4,149,4,FWD,58.0,2.0,70.0
Chevrolet,Volt ,2012,10500.0,Armenia,160000.0,Hatchback,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/3027432,1.4,149,4,FWD,1.0,1.0,65.0
Chevrolet,Volt ,2014,10000.0,"Armenia, Lori",224000.0,Hatchback,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3036840,1.4,149,4,FWD,17.0,1.0,80.0
